Name,Current price,Change(%),Open,High,Low,Volume
STRONGHOLD DIGITAL MINING INC.,3.79,15.96,4.0,4.05,3.73,318711
AUSTRALIAN OILSEEDS HLD.,0.8811,3.66,0.84,0.9,0.8301,317753
CHIMERIX INC.,0.872,12.03,0.9,0.9,0.87,317295
HEARTLAND FINANCIAL USA INC.,42.83,10.23,42.78,43.3,42.76,316703
NEW MOUNTAIN FINANCE,12.24,10.57,12.3,12.35,12.21,316071
BUZZFEED INC.,2.1,13.67,2.19,2.25,2.07,315584
HEALTH CATALYST INC,6.34,11.25,6.4,6.48,6.32,315285
SINCLAIR INC.,11.3,13.5,11.67,11.74,11.29,313821
KAZIA THERAPEUTICS,0.2411,4.83,0.2478,0.262,0.23,313672
LPL FINANCIAL HLD.,282.77,0.57,281.16,283.92,279.06,313595
POOL CORP.,337.89,11.54,340.83,343.0,337.47,312739
SPARTANNASH COMPANY,18.87,10.37,18.97,19.03,18.75,312529
CHECHE GROUP INC.,0.739,0.54,0.7235,0.7614,0.6787,312482
WALKME,13.78,10.14,13.79,13.83,13.77,312476
BEYOND AIR INC.,1.26,13.82,1.28,1.34,1.25,312131
THE BANCORP INC.,33.92,0.33,33.72,34.37,33.68,311994
AIR TRANSPORT SERVICES GROUP,12.45,10.16,12.43,12.69,12.37,311908
PHIO PHARMACEUTICALS,0.7129,12.61,0.7426,0.7588,0.69,311403
COMMERCE BANCSHARES INC.,53.57,0.22,53.45,54.22,53.13,311162
MARTEN TRANSPORT,17.35,10.97,17.56,17.63,17.3,310750
HEARTLAND EXPRESS INC.,11.7,10.09,11.68,11.82,11.61,310705
INTERFACE INC.,14.93,0.34,14.92,15.15,14.92,310583
DOGNESS (INTERNATIONAL),15.84,18.28,17.54,17.77,15.57,309200
CSG SYSTEMS INTERNATIONAL INC.,39.89,10.55,40.25,40.69,39.71,309160
REYNOLDS CONSUMER PRODUCTS,28.43,0.32,28.27,28.44,28.18,308527
MADRIGAL PHARMACEUTICALS INC.,276.01,10.26,276.88,279.26,273.28,308468
NAPCO SECURITY TECHNOLOGIES,52.36,11.21,53.0,53.59,51.99,308254
WISA TECHNOLOGIES INC.,2.36,2.16,2.27,2.42,2.25,308165
IPG PHOTONICS CORP.,82.71,14.1,86.17,86.21,82.67,307029
THE ONCOLOGY INSTITUTE INC.,0.4071,110.17,0.4533,0.4555,0.407,306996
2SEVENTY BIO INC.,3.89,14.66,4.06,4.18,3.84,306351
ASCENDIS PHARMA A/S ADS,123.19,11.12,125.1,125.72,123.19,305805
RXSIGHT INC.,57.07,1.71,55.76,57.64,55.11,305638
HEIDRICK & STRUGGLES INTERNATIONAL,33.17,11.1,33.22,33.46,32.71,305103
ALLOVIR INC.,0.7424,2.05,0.7319,0.76,0.7302,304753
TEXAS CAPITAL BANCSHARES INC.,57.63,10.4,57.65,57.99,57.26,304731
BIG TREE CLOUD HOLDINGS,1.88,11.57,1.91,2.22,1.83,304238
OAKTREE SPECIALTY LENDING,18.92,10.47,18.9,19.0,18.89,304223
CLEARSIDE BIOMEDICAL INC.,1.12,15.08,1.17,1.21,1.12,302704
ONESPAN INC.,12.76,12.0,12.99,12.99,12.66,302577
DIGI INTERNATIONAL INC.,22.24,10.89,22.55,22.74,22.12,302499
DIGIMARC CORP.,25.79,10.92,25.77,26.17,25.01,301927
DARE BIOSCIENCE INC.,0.43,11.13,0.44,0.44,0.4245,301726
HIGHPEAK ENERGY INC.,13.94,2.12,13.72,14.15,13.65,301422
CENTRAL GARDEN & PET CO.,33.17,1.07,32.94,33.28,32.46,301138
GREAT LAKES DREDGE & DOCK,8.86,0.8,8.82,8.94,8.73,300746
EURONET WORLDWIDE INC.,105.99,11.16,106.85,107.72,105.81,300682
VILLAGE FARMS INTERNATIONAL,1.0,3.09,0.98,1.01,0.96,300304
LIVEONE INC.,1.65,15.17,1.73,1.76,1.65,299889
BRIGHTHOUSE FINANCIAL INC.,42.07,0.67,41.72,42.33,41.6,299813
AMERICAN RESOURCES,0.843,10.4,0.84,0.857,0.8201,298946
SKYWARD SPECIALTY INSURANCE GROUP,34.69,1.61,34.13,34.93,34.0,298499
PUBMATIC INC.,20.39,13.59,21.02,21.15,20.39,298394
MAMA S CREATIONS INC.,6.35,10.16,6.36,6.58,6.31,297843
ULTRA CLEAN HOLDINGS INC.,49.25,0.24,49.13,50.24,48.9,296133
NEO-CONCEPT INTERNATIONAL GROUP HLD.,0.73,19.44,0.7662,0.781,0.71,296120
SI-BONE INC.,12.39,10.88,12.5,12.65,12.25,295650
DMC GLOBAL INC.,14.35,11.03,14.54,14.56,14.33,295211
CROSS COUNTRY HEALTHCARE INC.,14.16,13.01,14.56,14.69,14.05,295148
ORGANIGRAM HOLDINGS INC.,1.54,1.99,1.5,1.56,1.5,294501
HAMILTON LANE INC.,116.49,0.84,115.75,117.96,115.08,293106
SEALSQ CORP,0.9571,15.24,1.01,1.02,0.92,292571
AMERICA S CAR-MART INC.,57.81,16.43,58.0,58.5,55.6,292167
INOVIO PHARMACEUTICALS INC.,8.56,14.25,8.94,8.94,8.55,291984
ELUTIA INC.,3.27,2.83,3.3,3.77,3.16,291910
JOYY INC. ADS,28.73,1.81,28.18,28.99,28.11,291677
CHUY S HOLDINGS INC.,25.32,13.84,26.23,26.23,25.27,291450
THRYV HOLDINGS INC.,18.5,11.96,18.82,18.89,18.49,291129
FTC SOLAR INC.,0.4665,10.6,0.478,0.478,0.4619,290534
CYTEK BIOSCIENCES INC.,5.61,11.23,5.65,5.73,5.61,290348
TFS FINANCIAL CORP.,12.43,0.24,12.41,12.51,12.32,289780
ASTRONICS CORP.,18.59,2.03,18.62,19.26,18.5,289402
SHOE CARNIVAL INC.,37.42,1.33,36.78,37.52,36.32,288003
CO-DIAGNOSTICS INC.,1.53,5.52,1.53,1.59,1.37,286554
ATYR PHARMA INC.,1.65,16.78,1.74,1.79,1.65,284860
AMERICAN SOFTWARE INC.,8.82,13.18,9.09,9.16,8.76,284370
SCIENCE APPLICATIONS INTERNATIONAL,115.21,0.12,114.7,115.61,114.36,284310
BLUE STAR FOODS,2.23,18.61,2.44,2.46,2.07,283622
GOGORO INC.,1.35,14.93,1.41,1.42,1.32,283530
JAMES RIVER GROUP HLD.,7.81,1.43,7.65,7.91,7.58,282697
FIRSTCASH HOLDINGS INC.,109.27,10.04,109.38,110.13,108.51,282274
UNITED FIRE GROUP INC,21.24,10.38,21.25,21.76,21.17,282215
PRAXIS PRECISION MEDICINES,37.69,3.12,38.76,39.9,37.11,280774
THE ENSIGN GROUP INC.,121.2,10.78,122.22,122.89,120.25,279360
IGM BIOSCIENCES INC.,7.24,10.96,7.32,7.51,7.1,278308
PIXELWORKS INC.,0.96,13.03,0.9853,0.9853,0.96,277959
CEVA INC.,19.34,13.2,19.91,19.94,19.25,277574
CORSAIR GAMING INC.,11.0,12.22,11.21,11.39,10.99,276847
FIRST ADVANTAGE,16.2,10.8,16.32,16.55,16.19,276365
STERLING INFRASTRUCTURE INC.,122.68,2.88,119.05,123.4,117.78,275561
SYNAPTICS INC.,90.38,11.81,92.04,92.7,90.25,275455
CENTOGENE N.V.,0.4052,10.98,0.376,0.43,0.359,273389
AMPHASTAR PHARMACEUTICALS INC.,40.05,11.21,40.58,40.9,40.0,273321
FORTRESS BIOTECH INC.,1.79,15.79,1.9,1.96,1.78,273260
MGP INGREDIENTS INC.,73.3,11.99,74.62,75.34,72.17,272861
VIRAX BIOLABS GROUP,1.72,0.0,1.71,1.77,1.65,272628
WSFS FINANCIAL CORP.,45.1,2.48,44.07,45.47,43.86,272418
GRAIL INC.,16.04,2.95,16.32,16.44,15.15,272256
HANRYU HOLDINGS INC.,0.28,4.09,0.28,0.286,0.2476,271303
MSP RECOVERY INC.,0.5249,13.58,0.5221,0.55,0.521,270039
LOGITECH INTERNATIONAL S.A. REGISTERED,99.05,10.1,99.46,100.28,98.52,268964
THE CHEFS WAREHOUSE INC.,38.82,11.07,39.31,39.36,38.73,268618
NORDSON CORP.,232.2,0.06,232.06,233.68,231.75,267826
SONIM TECHNOLOGIES INC.,0.8,18.05,0.88,0.88,0.77,267813
ROYAL GOLD INC.,121.98,0.48,121.01,122.67,120.47,267801
COMPASS PATHWAYS PLC ADS,6.43,15.44,6.74,6.81,6.4,265863
CONSTRUCTION PARTNERS INC.,58.5,1.25,58.06,58.92,57.22,265459
SURGEPAYS INC.,3.53,15.36,3.7,3.75,3.49,264996
LION GROUP HOLDING,0.3718,17.54,0.4178,0.4199,0.3718,264981
TRUSTMARK CORP.,29.07,0.97,28.79,29.35,28.74,264786
AGRIFY CORP.,0.271,10.18,0.266,0.28,0.266,264616
SOLUNA HOLDINGS INC.,4.83,8.3,4.33,5.09,4.31,264193
GORILLA TECHNOLOGY GROUP INC.,3.14,12.79,3.21,3.25,2.97,264185
PETROS PHARMACEUTICALS INC.,0.4095,12.5,0.41,0.4287,0.3901,263543
ALLIANCE RESOURCE PARTNERS L.P.,23.96,2.0,23.66,24.25,23.57,263021
PERELLA WEINBERG PARTNERS,14.53,1.82,14.29,14.77,14.18,262595
DRAGONFLY ENERGY HLD.,0.8589,11.63,0.873,0.873,0.8305,261570
1-800-FLOWERS.COM INC.,9.28,12.21,9.5,9.63,9.22,261468
BIOLINERX LTD. ADS,0.6162,13.72,0.65,0.6599,0.6101,261332
TRAWS PHARMA INC.,0.4601,111.71,0.5155,0.534,0.46,259672
CXAPP INC.,2.26,13.42,2.32,2.33,2.25,258721
AUGMEDIX INC.,0.75,12.69,0.75,0.7568,0.7378,257406
EMBECTA CORP.,12.46,10.88,12.49,12.68,12.4,257118
THE BALDWIN INSURANCE GROUP,33.47,10.21,33.45,34.21,33.45,257048
PMV PHARMACEUTICALS INC.,1.61,12.42,1.65,1.66,1.61,256617
VERITEX HOLDINGS INC.,19.91,10.1,19.85,20.16,19.82,256014
AMERIS BANCORP,48.16,0.67,47.58,48.62,47.58,255739
IMMUTEP LTD.,2.57,14.46,2.65,2.72,2.53,255652
SAIA INC.,454.0,1.49,446.47,455.15,443.99,255334
RED ROBIN GOURMET BURGERS INC.,7.55,12.83,7.69,7.89,7.47,254645
RUNWAY GROWTH FINANCE,11.71,10.26,11.77,11.81,11.64,253529
IMMUNIC INC.,1.08,15.26,1.15,1.18,1.07,253128
LAMAR ADVERTISING CO.,114.69,0.3,114.35,115.69,114.28,253007
SANDY SPRING BANCORP INC.,22.72,0.62,22.49,22.82,21.95,252967
ARGENX SE ADS,377.96,10.09,378.38,383.36,377.48,252654
WHEELER REAL ESTATE INVESTMENT TRUST,2.62,181.96,2.4,2.75,2.18,251856
ORTHOFIX MEDICAL INC.,12.87,2.39,12.55,12.89,12.52,251772
ASPEN TECHNOLOGY INC.,193.9,11.17,195.63,198.18,192.63,251554
ONTRAK INC.,0.2301,13.72,0.24,0.2484,0.2289,251357
COEPTIS THERAPEUTICS HLD.,0.3246,2.72,0.3157,0.3281,0.2899,251232
MERCADOLIBRE INC.,1573.4,0.91,1558.3,1583.28,1550.0,250761
REBORN COFFEE INC.,7.65,9.29,7.01,8.2,6.91,250707
SELECTIVE INSURANCE GROUP INC.,91.91,0.04,91.73,92.81,91.46,250671
ALARM.COM HOLDINGS INC.,61.32,10.7,61.9,62.17,61.21,250645
OLD SECOND BANCORP INC.,13.98,0.79,13.38,14.0,13.38,250180
MINGZHU LOGISTICS HLD.,0.3803,11.53,0.3782,0.41,0.3705,250120
BICYCLE THERAPEUTICS PLC ADS,20.75,16.11,22.1,22.43,20.57,250039
WHITEHORSE FINANCE,12.45,14.6,12.53,12.78,12.43,249988
SKYX PLATFORMS CORP.,0.9643,13.27,0.871,0.9795,0.8416,249403
EPLUS INC.,73.92,10.95,74.64,75.31,73.45,248816
A-MARK PRECIOUS METALS INC.,33.41,2.45,32.61,33.44,32.12,248747
NXU INC.,0.39,14.36,0.4032,0.4199,0.39,248198
SCANSOURCE INC.,44.07,10.7,44.44,44.69,44.05,247764
CUTERA INC.,1.63,11.81,1.66,1.7,1.6,247185
MILLENNIUM GROUP INTERNATIONAL HLD.,1.53,4.08,1.68,1.8,1.42,246974
CBAK ENERGY TECHNOLOGY INC.,1.45,13.33,1.48,1.53,1.4,246768
ALGOMA STEEL GROUP INC.,7.3,10.82,7.39,7.44,7.27,246400
CRESCENT CAPITAL BDC INC.,18.63,0.59,18.53,18.71,18.45,245563
RENALYTIX PLC ADS,0.4985,8.56,0.4697,0.5124,0.45,244814
FIDUS INVESTMENT,19.42,12.85,19.37,19.5,19.28,244724
TANTECH HOLDINGS,0.7272,10.11,0.7352,0.7729,0.7,244590
HARMONY BIOSCIENCES HLD.,28.89,11.63,29.41,29.45,28.72,243852
CYTOSORBENTS CORP.,0.753,19.51,0.86,0.86,0.75,243643
ZAI LAB LTD.,18.82,10.84,18.74,19.05,18.37,243488
GRYPHON DIGITAL MINING INC,1.25,12.34,1.29,1.29,1.2,243140
GRIID INFRASTRUCTURE INC.,0.56,110.76,0.6502,0.6502,0.56,241763
AVROBIO INC.,1.42,12.74,1.43,1.51,1.42,241394
NEWEGG COMMERCE INC.,0.8607,0.21,0.86,0.8699,0.8369,240843
ENSYSCE BIOSCIENCES INC.,0.5522,4.76,0.5407,0.5699,0.5275,240707
VIRACTA THERAPEUTICS INC.,0.611,15.91,0.605,0.6779,0.605,240548
POSEIDA THERAPEUTICS INC.,2.64,16.05,2.82,2.82,2.63,240522
IMPINJ INC.,147.17,12.63,150.85,152.08,147.01,240136
LGI HOMES INC.,91.93,13.09,94.2,95.62,91.88,239547
HIBBETT INC.,87.16,0.05,87.09,87.2,87.07,239024
BROADWIND INC.,4.0,0.76,4.0,4.15,3.91,238936
TETRA TECH INC.,207.69,0.01,207.66,208.21,204.55,238918
ACLARION INC.,0.295,0.0,0.2999,0.3026,0.2876,238490
AKOYA BIOSCIENCES INC.,2.14,0.47,2.15,2.2,2.1,237487
PROFESSIONAL DIVERSITY NETWORK,0.75,27.12,0.6176,0.7849,0.6176,237321
ENANTA PHARMACEUTICALS INC.,11.83,11.99,11.98,12.56,11.27,237283
GALECTO INC.,0.4913,12.71,0.505,0.524,0.4851,237130
BAYVIEW ACQUISITION CORP ORD.,10.23,0.1,10.23,10.23,10.23,237005
ZEVRA THERAPEUTICS INC.,4.45,12.2,4.57,4.63,4.45,236854
ORIC PHARMACEUTICALS INC.,7.18,13.49,7.43,7.68,7.18,236747
KRONOS BIO INC.,1.01,12.88,1.06,1.06,1.0,236555
LUNA INNOVATIONS INC.,3.44,3.3,3.31,3.47,3.28,236491
LUCAS GC LTD.,1.89,117.11,2.14,2.28,1.89,236210
AC IMMUNE SA,4.07,10.25,4.08,4.2,4.02,235922
ASTRANA HEALTH INC.,41.75,4.38,40.11,41.81,39.8,235514
MF INTERNATIONAL,0.96,18.57,1.05,1.06,0.96,235049
ALLAKOS INC.,1.12,14.27,1.17,1.17,1.11,234019
MICROBOT MEDICAL INC.,1.02,11.92,1.04,1.06,1.02,233408
BUKIT JALIL GLOBAL ACQUISITION 1,10.65,0.09,10.65,10.65,10.65,233244
CIBUS INC.,9.45,0.64,9.5,9.89,9.1,232446
VIRCO MANUFACTURING,15.56,13.59,16.09,16.47,15.56,232197
FIRST FINANCIAL BANCORP.,21.18,0.09,21.17,21.29,21.09,232118
AMERICAN LITHIUM,0.5878,1.85,0.5961,0.5999,0.57,232065
NEWGENIVF GROUP LTD.,0.93,15.3,0.97,0.9928,0.9049,231954
EL POLLO LOCO HLD.,10.82,3.15,10.48,10.84,10.37,231950
FIRST MERCHANTS,31.74,0.79,31.38,31.85,31.03,231799
RIBBON COMMUNICATIONS INC.,2.99,0.34,2.99,3.04,2.97,231064
DAKTRONICS INC.,10.99,0.55,10.9,11.06,10.9,230970
CALAVO GROWERS INC.,23.8,14.91,25.14,25.22,23.73,230814
FANHUA INC. ADS,2.82,0.0,2.85,2.96,2.73,230765
BURGERFI INTERNATIONAL INC,0.2386,11.65,0.2456,0.2495,0.2305,230626
WEREWOLF THERAPEUTICS INC.,2.89,17.67,3.11,3.2,2.88,230584
VOR BIOPHARMA INC.,1.2,2.56,1.18,1.27,1.17,230256
OCEANFIRST FINANCIAL,14.83,1.44,14.57,14.85,14.38,228980
ONEMEDNET CORP,1.23,0.0,1.18,1.27,1.16,227797
SERA PROGNOSTICS INC.,7.27,13.32,7.5,7.59,7.03,227719
FORRESTER RESEARCH INC.,16.61,10.42,16.64,16.67,16.35,227412
ATEA PHARMACEUTICALS INC.,3.49,11.13,3.52,3.6,3.49,227132
KALVISTA PHARMACEUTICALS INC.,11.37,13.81,11.77,11.82,11.28,226976
AFFIMED N.V.,6.05,110.24,6.7,6.75,6.02,226135
ROOT INC.,43.78,14.01,43.84,46.59,43.47,225749
QILIAN INTERNATIONAL HOLDING GROUP,0.776,8.09,0.671,0.7991,0.65,225318
BACKBLAZE INC.,5.83,11.19,5.88,6.0,5.83,224940
BYND CANNASOFT ENTERPRISES,0.7019,0.78,0.7156,0.7156,0.682,224924
LENZ THERAPEUTICS INC.,18.32,10.65,18.2,18.77,18.14,224352
GLADSTONE COMMERCIAL,14.08,0.79,13.93,14.12,13.86,223996
MONTAUK RENEWABLES INC.,5.17,2.58,5.05,5.17,5.03,221723
MATRIX SERVICE CO.,10.15,12.31,10.36,10.42,10.11,221219
ABVC BIOPHARMA INC.,0.7225,17.63,0.79,0.7962,0.7116,221204
TOP KINGWIN LTD,0.4201,16.64,0.437,0.46,0.42,220821
QUANTASING GROUP,1.67,7.05,1.55,1.72,1.5,220071
OUTBRAIN INC.,4.54,12.16,4.64,4.65,4.54,219454
MOMENTUS INC.,0.484,18.73,0.52,0.5302,0.4727,219357
WHOLE EARTH BRANDS INC.,4.8,0.63,4.78,4.8,4.78,219177
MOONLAKE IMMUNOTHERAPEUTICS,39.49,11.69,40.21,40.77,39.15,218753
UFP INDUSTRIES INC.,115.02,10.16,115.14,116.28,114.5,218539
CONSOLIDATED COMMUNICATIONS HLD.,4.32,0.7,4.3,4.33,4.3,218528
EIGHTCO HOLDINGS INC.,0.44,111.91,0.4845,0.4899,0.4333,218448
AVITA MEDICAL INC.,8.02,11.35,8.08,8.28,7.84,218403
HAWAIIAN HOLDINGS INC.,12.75,10.78,12.84,12.94,12.74,217676
AGNC INVESTMENT,24.17,10.04,24.18,24.19,24.14,217653
VISTEON CORP.,103.59,11.68,105.06,105.54,102.65,217132
PROTARA THERAPEUTICS INC.,2.34,18.24,2.53,2.6,2.34,216918
I3 VERTICALS INC.,19.66,11.55,19.94,20.14,19.33,216744
IKENA ONCOLOGY INC.,1.7,12.3,1.76,1.76,1.69,216712
BIMI INTERNATIONAL MEDICAL,1.35,120.12,1.7,1.7,1.31,216618
PAINREFORM,0.491,11.6,0.494,0.5149,0.4677,216557
REPARE THERAPEUTICS INC.,3.63,14.47,3.86,3.86,3.53,216254
TRANSPHORM INC.,4.76,0.21,4.77,4.8,4.74,215850
ENERGY SERVICES OF AMERICA,7.68,1.86,7.57,8.03,7.54,214057
PETIQ INC.,22.21,0.73,22.05,22.43,22.04,213491
P3 HEALTH PARTNERS INC.,0.6145,14.0,0.6301,0.6664,0.6002,213424
ROCKWELL MEDICAL INC.,1.85,0.0,1.83,1.88,1.82,213098
ANTERIX INC.,30.06,12.31,30.65,31.16,30.02,212562
HARVARD BIOSCIENCE INC.,2.94,0.68,2.94,3.03,2.92,212104
CARGO THERAPEUTICS INC.,15.43,13.08,15.92,16.15,15.37,211748
BLACKBAUD INC.,76.97,0.34,76.53,77.43,75.37,210967
INOTIV INC.,1.75,2.94,1.7,1.79,1.68,210624
TREVENA INC.,0.3544,19.71,0.403,0.42,0.3535,210344
LONGBOARD PHARMACEUTICALS INC.,19.0,0.9,18.85,19.14,18.54,210078
PINNACLE FINANCIAL PARTNERS,76.27,0.0,76.06,77.09,74.58,209957
MGO GLOBAL INC.,0.4584,10.35,0.479,0.4998,0.453,209763
ACACIA RESEARCH,5.16,1.18,5.14,5.21,5.09,209318
NEUROGENE INC.,30.32,124.2,38.71,39.99,29.69,209265
SUNCAR TECHNOLOGY GROUP INC.,7.52,13.47,7.87,7.87,7.4,209063
CALAMOS STRATEGIC TOT RTN.,16.92,0.53,16.84,16.94,16.8,208994
GAMESQUARE HOLDINGS INC.,1.12,4.67,1.06,1.22,1.05,208309
ECARX HOLDINGS INC.,1.31,0.0,1.33,1.37,1.23,207394
PERSONALIS INC.,1.26,11.56,1.29,1.31,1.25,207123
ALPHA AND OMEGA SEMICONDUCTOR,31.35,2.72,30.55,31.4,30.33,206526
CONTINEUM THERAPEUTICS INC.,19.05,19.06,15.53,19.24,14.69,206464
VERRICA PHARMACEUTICALS INC.,8.0,11.96,8.16,8.32,7.95,205189
LIFEWAY FOODS INC.,13.09,1.47,12.97,13.6,12.87,204790
VICTORY CAPITAL HLD.,48.51,1.0,48.15,48.87,47.84,203463
BIOCARDIA INC.,3.54,5.99,3.33,3.7,3.26,202951
ENLIVEN THERAPEUTICS INC.,20.47,15.06,21.42,22.47,20.39,202679
BRENMILLER ENERGY LTD,1.04,5.05,1.02,1.04,0.98,202644
ALTO INGREDIENTS INC.,1.31,0.0,1.3,1.35,1.29,202268
FITELL CORP.,24.75,6.22,24.13,25.12,23.69,202239
RIMINI STREET INC.,2.84,0.35,2.82,2.86,2.79,202123
VOX ROYALTY CORP.,2.43,0.0,2.48,2.49,2.38,201955
OCUPHIRE PHARMA INC.,1.53,18.93,1.68,1.69,1.53,201816
VINCERX PHARMA INC.,0.6,17.14,0.6529,0.6529,0.6,201708
ATOMERA INC.,3.85,12.04,3.98,3.98,3.73,201278
FANGDD NETWORK GROUP,0.65,18.45,0.64,0.6784,0.6305,201160
CANTALOUPE INC.,6.79,10.29,6.82,6.85,6.7,200820
MONTE ROSA THERAPEUTICS INC.,3.54,13.54,3.67,3.85,3.51,200429
FEMASYS INC.,0.955,15.45,1.01,1.01,0.9521,199501
APPFOLIO INC.,231.76,0.66,230.27,234.49,229.01,198822
FLORA GROWTH CORP.,1.02,16.42,1.07,1.07,0.97,198204
DIODES INC.,72.61,10.77,73.15,73.7,72.17,197452
CRESUD S.A.C.I.F. Y A. ADS,8.16,10.24,8.16,8.28,8.1,197303
NOVA,241.11,0.84,239.45,242.93,237.36,197219
NORTHWESTERN ENERGY GROUP INC.,49.4,10.34,49.43,49.65,49.19,196868
RENEO PHARMACEUTICALS INC.,1.58,14.24,1.64,1.66,1.57,196558
INOGEN INC,7.64,5.09,7.2,7.72,7.11,196351
LANDSTAR SYSTEM INC.,180.98,0.31,180.23,182.22,179.22,195150
SCHOLASTIC CORP.,34.7,0.41,34.7,34.76,34.48,194892
ONDAS HOLDINGS INC.,0.7299,11.93,0.74,0.7492,0.71,194638
BOLT BIOTHERAPEUTICS INC.,0.735,12.49,0.75,0.7547,0.73,194297
HEALTHCARE TRIANGLE INC.,0.669,19.64,0.7839,0.7839,0.6465,194045
ZENVIA INC.,2.9,12.68,2.98,3.23,2.89,193582
CNS PHARMACEUTICALS INC.,2.42,116.55,2.65,2.85,2.31,193542
XPEL INC.,36.75,14.42,38.51,38.7,36.75,193515
KELLY SERVICES INC.,21.21,10.09,21.21,21.43,21.09,193217
DIRECT DIGITAL HLD.,3.82,15.91,3.99,4.17,3.72,192886
PACTIV EVERGREEN INC.,11.65,1.39,11.5,11.74,11.5,192698
NOCO-NOCO INC. ORD.,0.19,5.44,0.203,0.203,0.1797,191757
DURECT CORP.,1.59,110.67,1.73,1.79,1.58,190985
NETGEAR INC.,14.73,0.61,14.63,14.81,14.43,190898
LIBERTY MEDIA CORP.,34.9,3.04,33.65,35.0,33.65,190869
MYR GROUP INC.,139.78,10.21,140.31,140.75,139.01,190612
SHENANDOAH TELECOM CO,16.05,10.56,16.08,16.31,15.94,190289
JASPER THERAPEUTICS INC.,23.19,14.65,24.3,24.64,22.81,190097
CASTLE BIOSCIENCES INC.,22.16,12.89,22.76,22.91,22.1,189994
MOTORCAR PARTS OF AMERICA INC.,6.59,8.21,6.06,6.92,6.03,189783
SOW GOOD INC.,20.43,16.16,22.27,22.27,19.07,189285
ONE STOP SYSTEMS INC.,2.63,0.0,2.7,2.88,2.59,189097
HESAI GROUP ADS,4.7,10.21,4.71,4.74,4.67,188832
KALTURA INC.,1.24,14.62,1.29,1.3,1.22,188458
BIG 5 SPORTING GOODS,3.04,0.0,3.04,3.12,3.02,188173
MOVANO INC.,0.4,15.12,0.43,0.43,0.3961,187766
EHEALTH INC.,4.7,10.21,4.69,4.78,4.63,187051
QUICKLOGIC CORP.,10.6,14.16,11.1,11.2,10.6,186968
FARO TECHNOLOGIES INC.,16.62,11.42,16.87,17.05,16.57,186716
AGILYSYS INC.,92.91,11.3,93.36,95.49,92.68,186665
X3 HOLDINGS CO.,0.55,11.79,0.56,0.564,0.5335,186529
PATRICK INDUSTRIES INC.,106.5,0.41,106.03,106.71,104.16,186377
AMERICAN COASTAL INSURANCE,10.84,10.82,10.93,11.3,10.83,186337
TASKUS INC.,12.85,0.78,12.62,12.94,12.58,186285
POTBELLY CORP.,7.4,0.82,7.35,7.45,7.23,186109
BANNER CORP.,47.42,1.32,46.61,47.51,46.24,185460
FIBROBIOLOGICS INC.,6.2,17.88,6.7,7.04,6.04,185181
RUSH ENTERPRISES INC.,43.22,0.77,43.02,43.69,42.9,184666
MISSION PRODUCE INC.,9.98,12.82,10.22,10.28,9.94,184272
GRAND CANYON EDUCATION INC.,134.99,11.59,136.78,136.78,134.89,184189
RUMBLEON INC.,5.17,11.52,5.27,5.29,5.07,184163
Y-MABS THERAPEUTICS INC.,11.91,1.36,11.78,12.0,11.58,184103
IDEANOMICS INC.,1.01,13.81,1.01,1.03,1.0,183983
OHMYHOME LTD.,0.5486,1.54,0.5515,0.5515,0.52,183609
TRUECAR INC.,2.77,11.07,2.78,2.83,2.76,183103
HYDROFARM HLD.,0.7332,13.54,0.76,0.7988,0.73,182680
SEANERGY MARITIME HLD.,10.68,10.37,10.84,11.04,10.66,182473
SMART SAND INC.,1.97,14.37,2.05,2.07,1.96,181863
BIONOMICS LTD.,0.803,1.29,0.87,0.87,0.751,181679
SINTX TECHNOLOGIES INC.,5.76,14.95,5.84,6.18,5.41,181560
INTERNATIONAL BANCSHARES,54.81,0.22,54.69,55.23,54.65,181466
LEMAITRE VASCULAR INC.,83.59,2.72,81.68,83.81,80.66,180999
META MATERIALS INC.,2.96,12.95,3.04,3.06,2.86,180667
BOOKING HOLDINGS INC.,3973.18,0.51,3957.71,3989.12,3937.44,179880
VIGIL NEUROSCIENCE INC.,3.87,18.73,4.18,4.19,3.66,179471
MALIBU BOATS INC.,35.83,11.24,36.26,36.4,35.67,179323
EXPONENT INC.,96.48,10.06,96.53,96.92,95.84,179093
EDIBLE GARDEN AG INC.,1.4,13.45,1.49,1.49,1.36,178777
HARROW INC.,17.65,10.23,17.65,18.12,17.46,178461
TEVOGEN BIO HOLDINGS INC.,0.7977,18.31,0.8684,0.8684,0.782,178126
SENTI BIOSCIENCES INC.,0.2467,4.01,0.236,0.251,0.2228,177939
LAKELAND INDUSTRIES INC.,24.05,3.62,22.97,24.8,22.84,177122
CARLYLE SECURED LENDING,17.85,0.22,17.79,17.88,17.72,176567
RENOVORX INC.,1.37,1.48,1.35,1.41,1.33,175935
NN INC.,3.06,0.0,3.08,3.15,2.99,175689
TRIUMPH FINANCIAL INC.,77.6,0.36,77.63,79.2,76.93,175544
HILLEVAX INC.,12.8,116.29,15.29,15.29,12.52,175458
SALARIUS PHARMACEUTICALS INC.,2.99,114.08,3.47,3.88,2.57,174813
RESERVOIR MEDIA INC..,7.06,12.35,7.27,7.28,7.0,174775
NEW HORIZON AIRCRAFT,0.7358,15.06,0.7257,0.76,0.7,174533
RALLYBIO CORP.,1.4,13.45,1.45,1.48,1.39,174318
